Status,Prefix,random fuel code,Carbon intensity,EDRMS#,Fake Company,Fake contact name,Fake contact email,Application date,Approval date,Effective date,Expiry date,Fuel,Feedstock,Feedstock location,Misc,Fuel production facility city,Fuel production facility province/state,Fuel production facility country,Facility nameplate capacity random,Unit,Feedstock transport mode,Finished fuel transport mode,Former company,Notes
Approved,BCLCF,493.2,28.23,D28291149,"Francis, Perez and Hicks",Rachel Hanson,hooverchelsea@example.net,2025-08-15 00:00:00,2025-09-15 00:00:00,2025-08-15 00:00:00,2036-05-05 00:00:00,HDRD,Corn Oil,US Central,,Bismarck,North Dakota,USA,343983792,Litres,"Rail, Truck",Truck,,
Approved,C-BCLCF,169.1,14.31,D28291400,Frazier Group,Kaitlyn Scott,gmcpherson@example.net,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-08-17 00:00:00,HDRD,Soy,Ontario,Co products used to produce H2,Vancouver,British Columbia,Canada,165475891,,Rail,Marine-international,,
Approved,BCLCF,172.2,25.02,D28291209,Frazier Ltd,Jordan King,smcbride@example.org,2023-11-28 00:00:00,2024-03-25 00:00:00,2023-11-28 00:00:00,2037-12-11 00:00:00,Renewable naphtha,Soy,US Central,,Bismarck,North Dakota,United States of America,681928087,,"Marine, Marine-international, Rail",Rail,,
Approved,BCLCF,423.1,48.9,D28291454,Frey Inc,Amanda Smith,ramireznancy@example.org,2019-07-19 00:00:00,2019-09-26 00:00:00,2019-07-22 00:00:00,2039-08-05 00:00:00,Ethanol,Corn,US Central,,St. Louis,Missouri,United States of America,214053717,,Marine-international,Rail,,
Approved,BCLCF,481.1,47.42,D28291342,Fritz PLC,Timothy Matthews,mollylong@example.com,2022-10-05 00:00:00,2023-03-17 00:00:00,2022-10-05 00:00:00,2038-09-19 00:00:00,Ethanol,Corn,US Central,,Fargo,North Dakota,United States of America,366632347,,Marine-international,Rail,,
Approved,C-BCLCF,156.1,38.16,D28291382,"Fritz, Davidson and Wood",Michaela Larson,barcher@example.net,2020-03-26 00:00:00,2020-04-29 00:00:00,2019-01-01 00:00:00,2039-03-18 00:00:00,Ethanol,Wheat,Manitoba,,Winnipeg,Manitoba,Canada,145431,,"Marine-international, Rail",Marine-international,,
Approved,BCLCF,327.1,9.35,D28291349,"Fry, Nelson and Benson",Brandi Wilson,smithbeverly@example.org,2020-01-13 00:00:00,2020-07-22 00:00:00,2020-01-13 00:00:00,2039-03-09 00:00:00,Biodiesel,Fatty Acid Distillate,US Central,,St. Louis,Missouri,United States of America,212070936,,Marine-international,"Marine-international, Rail",,
Approved,C-BCLCF,101.2,14.25,D28291271,Frye PLC,Joel Turner,xpeterson@example.net,2022-12-16 00:00:00,2023-12-21 00:00:00,2023-12-16 00:00:00,2038-05-14 00:00:00,CNG,Renewable Natural Gas,British Columbia,Landfill Gas,Kelowna,British Columbia,Canada,62967,,Adjacent,Pipeline,,
Approved,BCLCF,423.3,36.5,D28291525,Fuller-Turner,Caitlin Fisher,jacquelinemosley@example.com,2013-11-21 00:00:00,2013-12-04 00:00:00,2014-01-01 00:00:00,2040-02-10 00:00:00,HDRD,Corn Oil,US Central,,Tuas,NaN,Singapore,1054531988,,"Marine, Rail",Marine,,
Approved,C-BCLCF,506.2,33.31,D28291284,Gaines-Carroll,Jamie Smith,alexander19@example.net,2024-03-04 00:00:00,2024-08-16 00:00:00,2024-03-04 00:00:00,2037-05-02 00:00:00,Ethanol,Wheat,Alberta,,Edmonton,Alberta,Canada,41599791,,Marine-international,"Marine-international, Rail",,
Approved,BCLCF,274.1,13.51,D28291281,Gallagher LLC,Carly Thomas,vlee@example.com,2022-07-01 00:00:00,2023-03-29 00:00:00,2023-01-13 00:00:00,2038-08-21 00:00:00,Biodiesel,Fatty Acid Distillate,US Central,,Kansas City,Missouri,United States of America,70798680,,Marine-international,Rail,,
Approved,C-BCLCF,435.1,20.25,D28291409,Galloway and Sons,Jacob King,vrodriguez@example.com,2013-09-25 00:00:00,2013-10-15 00:00:00,2013-09-25 00:00:00,2039-11-24 00:00:00,Biodiesel,Canola,Canada,,Red Deer,Alberta,Canada,283950315,,Adjacent,Rail,,
Approved,C-BCLCF,417.3,-4.23,D28291558,Garcia and Sons,Barbara Silva,shenderson@example.net,2013-02-05 00:00:00,2013-03-28 00:00:00,2013-03-28 00:00:00,2040-01-29 00:00:00,Ethanol,Wheat,Alberta,,Calgary,Alberta,Canada,36289777,,Marine-international,"Marine-international, Rail",,
Approved,BCLCF,542.3,16.98,D28291208,Garcia LLC,Peter Kelly,joshua95@example.org,2025-02-25 00:00:00,2025-07-04 00:00:00,2025-03-01 00:00:00,2036-07-03 00:00:00,Alternative jet fuel,Canola,Canada West,,Des Moines,Iowa,USA,830392836,Litres,Rail,Rail,,
Approved,C-BCLCF,647.2,13.89,D28291497,Garcia Ltd,Christopher Brown,duffyann@example.org,2015-12-11 00:00:00,2016-04-06 00:00:00,2015-01-01 00:00:00,2039-09-30 00:00:00,Ethanol,Wheat,Saskatchewan,CCS,Saskatoon,Saskatchewan,Canada,139059824,,Marine-international,Marine-international,,
Approved,C-BCLCF,575.2,25,D28291193,Garcia PLC,Julie Butler,russellcrystal@example.net,2025-06-20 00:00:00,2025-08-14 00:00:00,2025-07-01 00:00:00,2036-06-18 00:00:00,Ethanol,Corn,Manitoba,Enhanced Oil Recovery (EOR),Regina,Saskatchewan,Canada,136618,Litres,"Rail, Truck",Truck,,
Approved,BCLCF,523.1,21.15,D28291232,"Garcia, Barrera and Jones",Melanie Lee DDS,dawn01@example.org,2023-06-12 00:00:00,2024-02-12 00:00:00,2023-06-12 00:00:00,2038-02-26 00:00:00,Renewable naphtha,Tallow,BC,,Fargo,North Dakota,United States of America,672899954,,Rail,Rail,,
Approved,C-BCLCF,727.2,3.52,D28291320,"Garcia, Bowen and Ramos",Colton Gilmore,jacobrivera@example.org,2024-05-01 00:00:00,2024-10-21 00:00:00,2024-07-01 00:00:00,2037-02-21 00:00:00,HDRD,Canola,Alberta,,Kelowna,British Columbia,Canada,143155180,,Marine-international,Marine-international,,
Approved,BCLCF,223.2,24.7,D28291274,"Garcia, Curry and Luna",William Russo,joseph47@example.com,2024-10-07 00:00:00,2025-01-15 00:00:00,2024-10-27 00:00:00,2036-11-03 00:00:00,HDRD,Yellow Grease (UCO),Oceania,,Dallas,Texas,United States of America,1806821807,,"Marine, Marine-international",Marine,,
Approved,BCLCF,397.3,-17.39,D28291228,Garcia-Jenkins,Jeremy Giles,crawfordbenjamin@example.net,2024-03-20 00:00:00,2024-08-27 00:00:00,2024-05-04 00:00:00,2037-04-18 00:00:00,Biodiesel,Soy,US Central,Crushed soy,Des Moines,Iowa,United States of America,411043401,,Adjacent,Rail,,
Approved,C-BCLCF,648.2,14.12,D28291496,"Gardner, Orr and Williams",Kimberly Travis,christopher95@example.net,2017-11-09 00:00:00,2018-04-16 00:00:00,2018-01-01 00:00:00,2039-09-29 00:00:00,Ethanol,Wheat,Saskatchewan,CCS,Saskatoon,Saskatchewan,Canada,118520384,,Marine-international,Marine-international,,
Approved,C-BCLCF,588.1,9.6,D28291476,Gardner-Rodriguez,Kristi Delacruz,vwolfe@example.org,2022-10-19 00:00:00,2023-05-02 00:00:00,2023-05-15 00:00:00,2038-07-21 00:00:00,HDRD,Yellow Grease (UCO),Alberta,Naphtha coproduct,Kelowna,British Columbia,Canada,186211796,,Rail,Marine-international,,
Approved,C-BCLCF,756.1,16.08,D28291296,Gay Inc,William Wright,ahicks@example.com,2024-01-18 00:00:00,2024-12-17 00:00:00,2024-01-01 00:00:00,2036-12-16 00:00:00,HDRD,Tallow,Alberta,Co-Processing in DHT,Kelowna,British Columbia,Canada,37762502,,Rail,Marine-international,,
Approved,BCLCF,129.1,12.07,D28291305,"Gibbs, Hall and Jacobson",Todd Ramirez,cervantesjason@example.org,2023-07-27 00:00:00,2024-02-08 00:00:00,2023-08-01 00:00:00,2038-01-26 00:00:00,Ethanol,Sorghum,US Central,85% CCS,St. Louis,Missouri,United States of America,248794696,,Marine-international,Rail,,
Approved,C-BCLCF,262.2,12.03,D28291424,Gilbert Group,Melissa Booth,amberlee@example.net,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-09-23 00:00:00,HDRD,Palm Sludge Oil,Indonesia,Co products used to produce H2,Victoria,British Columbia,Canada,173975021,,"Marine, Rail",Marine-international,,
Approved,BCLCF,466.2,59.38,D28291538,Gill-Jones,Amanda Pratt,denise02@example.org,2013-07-16 00:00:00,2013-09-04 00:00:00,2013-07-16 00:00:00,2039-12-11 00:00:00,Ethanol,Corn,US Central,,Cedar Rapids,Iowa,United States of America,192975868,,Marine-international,Rail,,
Approved,BCLCF,733.1,16.33,D28291271,Glass-Garcia,Andrew Garza,brooke50@example.net,2024-02-09 00:00:00,2024-12-16 00:00:00,2024-02-12 00:00:00,2037-01-08 00:00:00,Ethanol,Corn,US Central,61% CCS,Des Moines,Iowa,United States of America,222307845,,Marine-international,Rail,,
Approved,C-BCLCF,591.1,8.13,D28291260,Glenn PLC,Kevin Flores,billybryant@example.com,2023-05-18 00:00:00,2023-06-14 00:00:00,2023-05-15 00:00:00,2038-06-26 00:00:00,Renewable naphtha,Yellow Grease (UCO),British Columbia,,Victoria,British Columbia,Canada,191682990,,Rail,Marine-international,,
Approved,C-BCLCF,754.1,15.61,D28291297,"Golden, Richardson and Simmons",Michelle Dickerson,nmartin@example.com,2024-01-18 00:00:00,2024-12-17 00:00:00,2024-01-01 00:00:00,2036-12-18 00:00:00,HDRD,Canola,Alberta,Co-Processing in DHT,Vancouver,British Columbia,Canada,34051628,,Rail,Marine-international,,
Approved,BCLCF,458.1,16.23,D28291380,Golden-Arnold,Cynthia Douglas,epeck@example.com,2015-04-14 00:00:00,2015-08-17 00:00:00,2015-04-14 00:00:00,2039-07-22 00:00:00,Biodiesel,Yellow Grease (UCO),Japan,,Ulsan,,South Korea,134200316,,Marine,Marine,,
Approved,BCLCF,354.2,10.56,D28291361,Gomez Group,Michael Holmes,sean16@example.org,2019-05-28 00:00:00,2019-08-15 00:00:00,2019-05-28 00:00:00,2039-05-02 00:00:00,Biodiesel,Soy,US Central,,St. Louis,Missouri,United States of America,171854834,,"Adjacent, Rail",Rail,,
Approved,C-BCLCF,427.2,25.43,D28291545,Gomez Inc,Scott Leach,martintyler@example.com,2013-04-19 00:00:00,2013-05-10 00:00:00,2013-05-10 00:00:00,2040-01-15 00:00:00,Ethanol,Corn,US Central,,Edmonton,Alberta,Canada,34460422,,Marine-international,"Marine-international, Rail",,
Approved,BCLCF,123.1,29.1,D28291055,"Gonzales, Carter and Sullivan",Ashley Nelson,lnorris@example.net,2023-10-07 00:00:00,2024-01-15 00:00:00,2024-10-27 00:00:00,2036-02-01 00:00:00,Renewable naphtha,Corn Oil,US Central,,Austin,Texas,United States of America,2090051368,Litres,Rail,Marine,,
Approved,PROXY,358.1,77.97,D28291035,"Gonzales, Wells and Kelley",Scott Owen,bennettwesley@example.com,2024-06-17 00:00:00,2024-06-18 00:00:00,2024-06-18 00:00:00,2036-01-12 00:00:00,Propane,Crude Oil,Not Applicable,Oil Refinery,Victoria,British Columbia,Canada,377248584,Litres,,,,
Approved,BCLCF,321.1,50.06,D28291353,Gonzalez Ltd,Taylor Franco,pollarddanielle@example.net,2022-03-17 00:00:00,2022-07-14 00:00:00,2022-03-17 00:00:00,2038-10-31 00:00:00,Ethanol,Corn,US Central,,St. Paul,Minnesota,United States of America,167772385,,Marine-international,Rail,,
Approved,BCLCF,347.1,31.31,D28291247,Gonzalez PLC,Kathleen Waller,kerryrobinson@example.net,2025-01-17 00:00:00,2025-04-03 00:00:00,2025-02-01 00:00:00,2036-08-11 00:00:00,Ethanol,Sorghum,US Central,41% CCS,Houston,Texas,United States of America,240703812,Litres,Truck,Rail,,
Approved,BCLCF,717.2,24.52,D28291377,Gonzalez PLC,John Blanchard,james21@example.org,2024-04-04 00:00:00,2024-07-31 00:00:00,2024-04-10 00:00:00,2037-07-04 00:00:00,HDRD,Soy,US Central,Soybean Oil,Baton Rouge,Louisiana,United States of America,1170978620,,Rail,Marine,,
Approved,C-BCLCF,182.3,10.66,D28291416,"Gonzalez, Nguyen and Thomas",Kristi Schmidt,derek38@example.org,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-09-15 00:00:00,HDRD,Canola,Saskatchewan,Naphtha coproduct,Victoria,British Columbia,Canada,168070929,,Rail,Marine-international,,
Approved,BCLCF,221.1,34.2,D28291120,Gonzalez-Evans,April Burch,duffybrianna@example.net,2025-10-21 00:00:00,2025-12-03 00:00:00,2025-10-27 00:00:00,2036-04-06 00:00:00,HDRD,Tallow,South Africa,,Houston,Texas,USA,2184080499,Litres,"Marine, Truck",Marine,,
Approved,BCLCF,569.1,15.15,D28291308,Gonzalez-Lewis,David Ruiz,lucasheather@example.com,2023-07-27 00:00:00,2024-02-08 00:00:00,2023-08-01 00:00:00,2038-02-09 00:00:00,Ethanol,Sorghum,US Central,74% CCS,Des Moines,Iowa,United States of America,246549487,,Marine-international,Rail,,
Approved,C-BCLCF,121.1,8.07,D28291162,Gonzalez-Lewis,Dr. Ryan Young,ortiznatalie@example.net,2025-02-25 00:00:00,2025-08-28 00:00:00,2025-08-26 00:00:00,2036-05-18 00:00:00,HDRD,Canola,Saskatchewan,Coprocessing in DHT,Kelowna,British Columbia,Canada,19956117,Litres,Rail,Truck,,
Approved,C-BCLCF,180.2,66.43,D28291275,Gonzalez-Moyer,Andrew Ramirez,rachel80@example.com,2023-12-22 00:00:00,2024-04-24 00:00:00,2024-01-01 00:00:00,2037-11-18 00:00:00,LNG,Fossil-based Natural Gas,British Columbia,Mt Hayes facility,Vancouver,British Columbia,Canada,2765207,,Pipeline,Pipeline,,
Approved,C-BCLCF,391.1,33.99,D28291321,Gonzalez-Rogers,Courtney Mccullough DVM,thomaswhitehead@example.net,2023-11-24 00:00:00,2024-01-25 00:00:00,2024-01-01 00:00:00,2038-03-07 00:00:00,Ethanol,Wheat,Manitoba,,Saskatoon,Saskatchewan,Canada,141637482,,Marine-international,Rail,,
Approved,BCLCF,120.1,24.34,D28291236,Goodwin and Sons,Melanie Warren,samuel37@example.org,2025-01-14 00:00:00,2025-04-03 00:00:00,2025-02-01 00:00:00,2036-07-31 00:00:00,Ethanol,Corn,US Central,20.4%CCS,Fargo,North Dakota,United States of America,223332133,Litres,Truck,Rail,,
Approved,BCLCF,419.2,7.09,D28291405,Gordon LLC,John Frazier,kevinwood@example.com,2013-11-27 00:00:00,2013-12-18 00:00:00,2013-11-27 00:00:00,2039-10-30 00:00:00,Biodiesel,Yellow Grease (UCO),US Central,,Minneapolis,Minnesota,United States of America,115129758,,"Marine-international, Rail",Rail,,
Approved,C-BCLCF,751.1,12.3,D28291300,Gordon Ltd,Sandra Ortiz,matthew10@example.com,2023-03-09 00:00:00,2024-12-17 00:00:00,2024-01-01 00:00:00,2036-12-22 00:00:00,HDRD,Corn Oil,US Central,Co-processing in FCC,Kelowna,British Columbia,Canada,38266868,,Marine-international,Rail,,
Approved,BCLCF,763.1,24.16,D28291309,"Gordon, Hunt and Carey",Bradley Ward,julie88@example.net,2024-05-29 00:00:00,2024-11-19 00:00:00,2024-06-01 00:00:00,2037-01-26 00:00:00,HDRD,Tallow,US Central,,Des Moines,Iowa,United States of America,412105608,,"Marine, Marine-international, Rail","Marine, Marine-international, Rail",,
Approved,C-BCLCF,827.1,18.41,D28291079,"Graham, Clark and Pitts",Joyce Klein,igarcia@example.org,2025-05-27 00:00:00,2025-12-03 00:00:00,2025-05-27 00:00:00,2036-02-25 00:00:00,Renewable gasoline,Canola,Alberta,Co-Processing in FCC,Kelowna,British Columbia,Canada,254775771,Litres,Truck,Truck,,
Approved,BCLCF,718.2,19.93,D28291376,Graves and Sons,David Snyder,mleach@example.com,2024-04-04 00:00:00,2024-07-31 00:00:00,2024-04-10 00:00:00,2037-07-03 00:00:00,HDRD,Canola,Saskatchewan,Canola Oil,New Orleans,Louisiana,United States of America,1087089427,,Rail,Marine,,
Approved,BCLCF,200.1,42.08,D28291374,Graves Ltd,Paul Green,katie58@example.net,2020-07-13 00:00:00,2020-11-05 00:00:00,2020-07-13 00:00:00,2039-02-15 00:00:00,Ethanol,Corn,US Central,,Cedar Rapids,Iowa,United States of America,213,,Marine-international,"Marine-international, Rail",,
Approved,C-BCLCF,140.1,6.6,D28291088,"Graves, Pena and Hernandez",Lisa Long MD,yturner@example.net,2023-03-09 00:00:00,2024-12-17 00:00:00,2024-01-01 00:00:00,2036-12-09 00:00:00,Renewable gasoline,Canola,Alberta,Co-processing in FCC,Prince George,British Columbia,Canada,35134403,,Marine-international,Marine-international,,
Approved,C-BCLCF,264.1,14.56,D28291390,Green Group,Mary Anderson,rosstyler@example.com,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-07-31 00:00:00,HDRD,Tallow,US West,Co products used to produce H2,Vancouver,British Columbia,Canada,180322963,,Rail,Marine-international,,
Approved,C-BCLCF,773.1,63.04,D28291292,Green Group,Brandon Allen,maxwellbradley@example.net,2017-01-31 00:00:00,2017-02-23 00:00:00,2017-01-01 00:00:00,2039-07-07 00:00:00,LNG,Fossil-based Natural Gas,British Columbia,,Prince George,British Columbia,Canada,14046799,,Pipeline,Marine-international,,
Approved,BCLCF,764.1,26.18,D28291308,Green-Bridges,Nathan Thomas,michaelstone@example.net,2024-05-29 00:00:00,2024-11-19 00:00:00,2024-06-01 00:00:00,2037-01-25 00:00:00,HDRD,Tallow,US West,,St. Louis,Missouri,United States of America,386990241,,"Marine, Marine-international, Rail","Marine, Marine-international, Rail",,
Approved,BCLCF,138.6,29.91,D28291053,Greene Ltd,Kimberly Schmitt,nanderson@example.com,2024-12-03 00:00:00,2025-01-16 00:00:00,2024-12-03 00:00:00,2036-01-30 00:00:00,HDRD,Tallow,Eastern Europe,,Baton Rouge,Louisiana,United States of America,1853766929,Litres,"Marine, Marine-international",Marine,,
Approved,BCLCF,665.1,27.78,D28291392,Greene-Mclaughlin,Nicole Rogers,kaufmandesiree@example.net,2018-05-02 00:00:00,2018-10-12 00:00:00,2018-05-02 00:00:00,2039-08-24 00:00:00,Biodiesel,Tallow,US Central,,Cedar Rapids,Iowa,United States of America,102682638,,"Marine-international, Rail",Rail,,
Approved,C-BCLCF,363.1,1.59,D28291280,Green-Klein,Jeffery Powell,holly56@example.net,2024-05-24 00:00:00,2025-01-08 00:00:00,2024-05-24 00:00:00,2036-11-14 00:00:00,HDRD,Yellow Grease (UCO),BC,Co-Processing in FCC,Victoria,British Columbia,Canada,36113234,,Marine-international,Marine-international,,
Approved,BCLCF,327.2,46.46,D28291376,Green-Munoz,Randy Williams,jerry11@example.org,2020-04-08 00:00:00,2020-05-20 00:00:00,2020-04-08 00:00:00,2039-03-12 00:00:00,Ethanol,Corn,US Central,,St. Paul,Minnesota,United States of America,141432500,,Marine-international,Rail,,
Approved,BCLCF,500.2,30.37,D28291118,Green-Sellers,Ashley Sosa,kathy78@example.net,2025-10-21 00:00:00,2025-12-03 00:00:00,2025-10-27 00:00:00,2036-04-04 00:00:00,Renewable naphtha,Tallow,South America,,Austin,Texas,USA,1830074000,Litres,"Marine, Marine-domestic",Marine,,
Approved,C-BCLCF,182.1,17.9,D28291414,Green-Warner,Nancy Benton,greeneholly@example.net,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-09-13 00:00:00,HDRD,Corn Oil,US Central,Naphtha coproduct,Kelowna,British Columbia,Canada,179898598,,Rail,Marine-international,,
Approved,C-BCLCF,262.1,9.1,D28291423,Gregory Group,Claire Hart,ohurley@example.com,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-09-22 00:00:00,HDRD,Canola,Saskatchewan,Co products used to produce H2,Vancouver,British Columbia,Canada,168473829,,Rail,Marine-international,,
Approved,C-BCLCF,856.1,-54.8,D28291440,"Gregory, Parker and Rose",Nicholas Chapman,kmclean@example.com,2016-12-07 00:00:00,2017-02-20 00:00:00,2016-12-07 00:00:00,2039-07-10 00:00:00,Ethanol,Municipal Solid Waste (MSW),Alberta,,Calgary,Alberta,Canada,37793159,,Adjacent,"Marine-international, Rail",,
Approved,C-BCLCF,558.1,0.83,D28291283,Griffith Ltd,Emily Poole,kevinhernandez@example.org,2024-05-24 00:00:00,2025-01-08 00:00:00,2024-05-24 00:00:00,2036-11-18 00:00:00,HDRD,Yellow Grease (UCO),Ontario,Co-processing in FCC,Vancouver,British Columbia,Canada,35460744,,Rail,Marine-international,,
Approved,BCLCF,461.1,58.62,D28291525,Guerra-Martinez,Mary Reynolds,wwalker@example.org,2013-11-19 00:00:00,2014-01-15 00:00:00,2013-11-22 00:00:00,2039-11-11 00:00:00,Ethanol,Corn,US Central,,New Orleans,Louisiana,United States of America,186789694,,Marine-international,Rail,,
Approved,C-BCLCF,572.1,12.25,D28291184,Guerrero LLC,Valerie Walker,joshua25@example.net,2025-06-27 00:00:00,2025-08-18 00:00:00,2025-07-01 00:00:00,2036-06-09 00:00:00,HDRD,Yellow Grease (UCO),Saskatchewan,,Kelowna,British Columbia,Canada,158643584,Litres,Rail,Truck,,
Approved,C-BCLCF,854.1,40.11,D28291441,Gutierrez-Alexander,Ashley Delgado,kennethfernandez@example.org,2016-09-25 00:00:00,2016-09-29 00:00:00,2016-09-03 00:00:00,2039-07-11 00:00:00,Ethanol,Barley,Alberta,,Calgary,Alberta,Canada,40686504,,Marine-international,"Marine-international, Rail",,
Approved,BCLCF,148.1,24.78,D28291324,Hall Ltd,Victoria James,nbarker@example.com,2022-10-28 00:00:00,2024-01-25 00:00:00,2022-10-28 00:00:00,2038-05-02 00:00:00,Ethanol,Corn,US Central,51% CCS,Houston,Texas,United States of America,219174125,,Marine-international,Rail,,
Approved,BCLCF,560.2,17.96,D28291374,Hall-Alexander,Sheila Cunningham,angela45@example.org,2024-04-04 00:00:00,2024-07-31 00:00:00,2024-04-10 00:00:00,2037-07-01 00:00:00,HDRD,Yellow Grease (UCO),US Central,,Baton Rouge,Louisiana,United States of America,1165769508,,Rail,Marine,,
Approved,BCLCF,472.2,26.38,D28291135,Hall-Meyers,James Price,williamsalex@example.com,2025-10-21 00:00:00,2025-12-02 00:00:00,2025-10-27 00:00:00,2036-04-21 00:00:00,HDRD,Soy,US Central,,Dallas,Texas,USA,1924860956,Litres,Rail,Marine,,
Approved,BCLCF,196.6,17.36,D28291314,Hamilton LLC,Alexander Long,michael72@example.com,2021-03-19 00:00:00,2021-10-18 00:00:00,2021-03-19 00:00:00,2038-12-26 00:00:00,Biodiesel,Yellow Grease (UCO),US Central,,Des Moines,Iowa,United States of America,109395302,,"Marine-international, Rail",Rail,,
Approved,C-BCLCF,138.3,8.53,D28291050,"Hamilton, Murray and Key",Kari Williams,michaeldavis@example.com,2024-05-24 00:00:00,2025-01-08 00:00:00,2024-05-24 00:00:00,2036-01-27 00:00:00,HDRD,Canola,Alberta,Co-processing in FCC,Kelowna,British Columbia,Canada,35556466,Litres,Marine-international,Marine-international,,
Approved,BCLCF,305.1,25.39,D28291362,Hamilton-Williams,Anthony Harrington,cramirez@example.org,2024-06-11 00:00:00,2024-08-02 00:00:00,2024-06-11 00:00:00,2037-06-10 00:00:00,HDRD,Tallow,Alberta,,Des Moines,Iowa,United States of America,721526359,,Rail,Rail,,
Approved,BCLCF,235.2,22.16,D28291297,"Hammond, Conley and Rios",Andrew Hernandez,grahamsandra@example.com,2024-02-07 00:00:00,2024-04-09 00:00:00,2024-03-01 00:00:00,2036-09-30 00:00:00,Alternative jet fuel,Tallow,Alberta,,Houston,Texas,United States of America,859190879,Litres,Rail,Rail,,
Approved,C-BCLCF,651.2,49.05,D28291493,Hancock-Singh,Christina Phelps,autumnperez@example.net,2017-11-09 00:00:00,2019-04-04 00:00:00,2018-01-01 00:00:00,2039-09-26 00:00:00,Ethanol,Corn,Saskatchewan,No CCS,Saskatoon,Saskatchewan,Canada,132708189,,Marine-international,Marine-international,,
Approved,C-BCLCF,170.4,7.42,D28291267,Hansen Group,James White,wsmith@example.org,2023-12-19 00:00:00,2024-03-21 00:00:00,2024-01-01 00:00:00,2037-12-10 00:00:00,CNG,Renewable Natural Gas,British Columbia,Landfill Gas,Prince George,British Columbia,Canada,4688,,Adjacent,Marine-international,,
Approved,C-BCLCF,411.3,20.51,D28291555,Hanson-Lewis,Kathryn Elliott,vyoung@example.net,2014-05-06 00:00:00,2014-05-22 00:00:00,2014-05-06 00:00:00,2040-01-25 00:00:00,Ethanol,Corn,Manitoba,,Calgary,Alberta,Canada,35340492,,Marine-international,"Marine-international, Rail",,
Approved,C-BCLCF,250.1,-9.52,D28291103,Hardin-Griffin,Patrick Klein,dpierce@example.org,2022-09-05 00:00:00,2024-07-31 00:00:00,2024-01-01 00:00:00,2037-06-12 00:00:00,Renewable gasoline,Tallow,Washington,,Vancouver,British Columbia,Canada,210939847,,Marine-international,Marine-international,,
Approved,C-BCLCF,541.1,14,D28291178,"Hardy, Kelly and Macdonald",Melissa Wong,herringcody@example.net,2025-06-27 00:00:00,2025-08-18 00:00:00,2025-07-01 00:00:00,2036-06-03 00:00:00,HDRD,Canola,Saskatchewan,,Vancouver,British Columbia,Canada,189562224,Litres,Rail,Truck,,
Approved,C-BCLCF,849.1,44.5,D28291446,Harper LLC,Eric Chapman,brandon05@example.org,2017-11-09 00:00:00,2018-04-16 00:00:00,2018-01-01 00:00:00,2039-07-16 00:00:00,Ethanol,Wheat,Manitoba,,Winnipeg,Manitoba,Canada,141181786,,Marine-international,Rail,,
Approved,BCLCF,501.1,20.13,D28291109,Harper LLC,Joseph Carson DVM,cassandrahurst@example.net,2025-10-21 00:00:00,2025-12-03 00:00:00,2025-10-27 00:00:00,2036-03-26 00:00:00,HDRD,Yellow Grease (UCO),South America,,Austin,Texas,USA,2056922712,Litres,"Marine, Marine-domestic, Truck",Marine,,
Approved,BCLCF,792.1,44.75,D28291295,Harper Ltd,Mike Martin,justin78@example.org,2023-12-20 00:00:00,2024-03-25 00:00:00,2024-01-26 00:00:00,2037-12-21 00:00:00,Ethanol,Corn,US Central,,Minneapolis,Minnesota,United States of America,151631228,,Marine-international,Rail,,
Approved,BCLCF,187.1,32.94,D28291344,Harper-Burke,Julie Thornton,raymond79@example.com,2022-04-13 00:00:00,2022-11-25 00:00:00,2022-04-13 00:00:00,2038-10-09 00:00:00,Ethanol,Corn,US Central,,Bismarck,North Dakota,United States of America,283374025,,Marine-international,Rail,,
Approved,BCLCF,287.2,24.21,D28291233,Harris PLC,Tamara Curry,collinskatie@example.com,2024-03-28 00:00:00,2024-08-15 00:00:00,2024-03-28 00:00:00,2037-05-05 00:00:00,Biodiesel,Tallow,US East,Glycerin - Displacement Allocation,New Orleans,Louisiana,United States of America,57531141,,Marine-international,Rail,,
Approved,BCLCF,737.1,11.81,D28291269,"Harris, White and Anderson",Angela Foster,amandajohnson@example.net,2024-02-09 00:00:00,2024-12-16 00:00:00,2024-02-12 00:00:00,2037-01-04 00:00:00,Ethanol,Sorghum,US Central,85% CCS,Baton Rouge,Louisiana,United States of America,231749177,,Marine-international,Rail,,
Approved,BCLCF,689.1,19.81,D28291335,"Harrison, Winters and Hernandez",Nicole Garcia,maryhumphrey@example.org,2024-06-28 00:00:00,2024-09-09 00:00:00,2024-06-30 00:00:00,2037-03-29 00:00:00,HDRD,Canola,Canada West,Canola Oil,Baton Rouge,Louisiana,United States of America,1735802296,,Rail,Marine,,
